70904716,0,NewRound,2.033609484
70904716,0,Propose,0.000249201
70904716,0,Precommit,0.000023213
70904716,0,Commit,0.000127315
70904717,0,NewHeight,0.153197702
70904717,0,NewRound,0.038272441
70904717,0,Propose,0.000496919
70904717,0,Precommit,0.000020228
70904717,0,Commit,0.000047938
70904718,0,NewHeight,0.125192761
70904718,0,NewRound,0.030987981
70904718,0,Propose,0.000612544
70904718,0,Precommit,0.000029685
70904718,0,Commit,0.000106798
70904719,0,NewHeight,0.184894074
70904719,0,NewRound,0.115236458
70904719,0,Propose,0.000469389
70904719,0,Prevote,0.12027435
70904719,0,Precommit,0.064691297
70904719,0,Commit,0.060328815
70904720,0,NewHeight,0.141367952
70904720,0,NewRound,0.159745498
70904720,0,Propose,0.000719952
70904720,0,Prevote,0.057378044
70904720,0,Precommit,0.065722495
70904720,0,Commit,0.070212494
70904721,0,NewHeight,0.120522238
70904721,0,NewRound,0.183342093
70904721,0,Propose,0.000488223
70904721,0,Prevote,0.045721955
70904721,0,Precommit,0.087988867
70904721,0,Commit,0.053531066
70904722,0,NewHeight,0.214165299
70904722,0,NewRound,0.087618953
70904722,0,Propose,0.000458048
70904722,0,Prevote,0.779428451
70904722,0,PrevoteWait,0.046925553
70904722,0,Precommit,0.011427416
70904722,0,Commit,0.052640467
70904723,0,NewHeight,0.26342477
70904723,0,NewRound,0.038382414
70904723,0,Propose,0.000363182
70904723,0,Prevote,0.262251869
70904723,0,Precommit,0.060938903
70904723,0,Commit,0.062301315
70904724,0,NewHeight,0.117203728
70904724,0,NewRound,0.183729669
70904724,0,Propose,0.000772289
70904724,0,Prevote,0.338059245
70904724,0,Precommit,0.045686631
70904724,0,Commit,0.053454834
70904725,0,NewHeight,0.152756757
70904725,0,NewRound,0.148104788
70904725,0,Propose,0.000365146
70904725,0,Prevote,0.384906033
70904725,0,PrevoteWait,0.043863086
70904725,0,Precommit,0.010888608
70904725,0,Commit,0.057396248
70904726,0,NewHeight,0.183027761
70904726,0,NewRound,0.118509154
70904726,0,Propose,0.000283976
70904726,0,Prevote,0.260937216
70904726,0,Precommit,0.059316591
70904726,0,Commit,0.056642994
70904727,0,NewHeight,0.161278956
70904727,0,NewRound,0.140224256
70904727,0,Propose,0.000433522
70904727,0,Prevote,0.262151693
70904727,0,Precommit,0.056230491
70904727,0,Commit,0.063999787
70904728,0,NewHeight,0.081453985
70904728,0,NewRound,0.219611225
70904728,0,Propose,0.000359195
