72661354,true,0,0,0,0,2,20
72661354,true,1,0,0,0,0,5
72661379,true,0,0,0,0,1,7
72661379,true,1,0,0,0,0,1
72674080,true,0,0,0,0,1,5
72674080,true,1,0,0,0,0,0
72674376,true,0,0,0,0,1,3
72674376,true,1,0,0,0,0,0
72675548,true,0,0,0,0,1,6
72675548,true,1,0,0,0,1,4
72677807,true,0,0,0,0,1,2
72677807,true,1,0,0,0,0,1
72677835,true,0,0,0,0,1,6
72677835,true,1,0,0,0,0,0
72677850,true,0,0,0,0,1,4
72677850,true,1,0,0,0,0,0
72678116,true,0,0,0,0,1,6
72678116,true,1,0,0,0,1,30
72679259,true,0,0,0,0,1,4
72679259,true,1,0,0,0,0,0
72679314,true,0,0,0,0,1,4
72679314,true,1,0,0,0,0,0
72685253,true,0,0,0,0,1,9
72685253,true,1,0,0,0,0,0
72686375,true,0,0,0,0,1,6
72686375,true,1,0,0,0,1,8
72686847,true,0,0,0,0,1,2
72686847,true,1,0,0,0,0,0
72688667,true,0,0,0,0,1,4
72688667,true,1,0,0,0,0,0
72688759,true,0,0,0,0,1,7
72688759,true,1,0,0,0,0,0
72688772,true,0,0,0,0,1,10
72688772,true,1,0,0,0,0,0
72691543,true,0,0,0,0,2,13
72691543,true,1,0,0,0,0,0
72693262,true,0,0,0,0,1,6
72693262,true,1,0,0,0,0,0
72693317,true,0,0,0,0,1,8
72693317,true,1,0,0,0,0,0
72693495,true,0,0,0,0,1,6
72693495,true,1,0,0,0,0,0
72697500,true,0,0,0,0,1,6
72697500,true,1,0,0,0,0,0
72697615,true,0,0,0,0,1,9
72697615,true,1,0,0,0,0,0
72697680,true,0,0,0,0,1,11
72697680,true,1,0,0,0,0,1
72697736,true,0,0,0,0,1,10
72697736,true,1,0,0,0,0,0
72699984,true,0,0,0,0,1,5
72699984,true,1,0,0,0,0,0
72702978,true,0,0,0,0,1,3
72702978,true,1,0,0,0,0,0
72703090,true,0,0,0,0,1,3
72703090,true,1,0,0,0,0,0
72703327,true,0,0,0,0,1,3
72703327,true,1,0,0,0,0,0
72722520,true,0,0,0,0,1,6
72722520,true,1,0,0,0,0,0
72722585,true,0,0,0,0,1,5
72722585,true,1,0,0,0,0,0
72722644,true,0,0,0,0,1,5
72722644,true,1,0,0,0,0,1
72722653,true,0,0,0,0,2,15
72722653,true,1,0,0,0,0,0
72722667,true,0,0,0,0,1,7
72722667,true,1,0,0,0,0,1
72722700,true,0,0,0,0,2,6
72722700,true,1,0,0,0,0,0
72722819,true,0,0,0,0,1,4
72722819,true,1,0,0,0,0,0
72722876,true,0,0,0,0,1,5
72722876,true,1,0,0,0,0,0
72722939,true,0,0,0,0,1,9
72722939,true,1,0,0,0,0,0
72722996,true,0,0,0,0,1,6
72722996,true,1,0,0,0,0,0
72723113,true,0,0,0,0,1,10
72723113,true,1,0,0,0,0,0
