72661354,true,2,5.06330066,79,144152,304,16,0.124564046,0,1,0
72661379,true,2,5.003148002,52,76375,544,12,0.115887238,0,1,0
72674080,true,2,5.814330227,75,169457,5792,14,0.105222418,0.210530752,1,0
72674376,true,2,5.009711946,48,105067,338,8,0.096294104,0,1,0
72675548,true,2,5.078281519,64,145681,888,19,1.094213503,0,1,0
72677807,true,2,5.074320818,60,168169,105,7,0.152165105,0,1,0
72677835,true,2,5.048148657,46,143210,299,13,0.135014034,0,1,0
72677850,true,2,5.935190742,69,115894,397,10,0.107991242,0,1,0
72678116,true,2,5.18600556,64,151677,2739,53,0.109549103,0.250296569,1,0
72679259,true,2,5.128229757,63,94814,1083,14,0.119293665,0.100658886,1,0
72679314,true,2,5.093155134,67,171163,1414,12,0.101134328,0.100658886,1,0
72685253,true,2,5.073296962,40,62836,3176,8,0.112377591,0,1,0
72686375,true,2,5.11100812,54,152901,225,19,0.093683338,0,1,0
72686847,true,2,5.275154555,64,124492,1682,11,0.138666693,0,1,0
72688667,true,2,5.01665206,69,98285,698,12,0.111567387,0,1,0
72688759,true,2,5.025017666,67,98893,507,9,0.084437315,0,1,0
72688772,true,2,5.065753455,64,121646,582,14,0.24057976,0,1,0
72691543,true,2,5.221432586,57,124669,3054,8,0.10495965,0.220092922,1,0
72693262,true,2,5.179843676,64,95035,1732,10,0.121225164,0,1,0
72693317,true,2,5.368008845,68,189144,2139,10,0.146410262,0,1,0
72693495,true,2,5.235689834,68,140047,3679,23,0.09437755,0,1,0
72697500,true,2,5.651954018,71,117117,3026,11,0.112963464,0,1,0
72697615,true,2,5.001267125,57,113698,3938,14,0.116607007,0,1,0
72697680,true,2,5.866069655,53,89179,4485,19,0.177442166,0,1,0
72697736,true,2,5.000757823,65,98578,5014,12,0.160737362,0,1,0
72699984,true,2,5.103465862,64,107381,757,10,0.099911891,0,1,0
72702978,true,2,5.209772509,80,180415,447,11,0.131369409,0,1,0
72703090,true,2,5.603493541,74,150450,930,13,0.113178466,0,1,0
72703327,true,2,5.08133361,44,62256,2034,5,0.173019607,0,1,0
72722520,true,2,5.745243931,34,49236,752,5,0.081959062,0,1,0
72722585,true,2,5.032565685,43,117483,1194,8,0.149944355,0,1,0
72722644,true,2,5.018252683,58,106686,1544,9,0.122020303,0,1,0
72722653,true,2,5.106604211,53,140201,1602,15,0.137153376,0,1,0
72722667,true,2,5.27354107,64,107182,1681,10,0.155980167,0,1,0
72722700,true,2,5.861498353,56,98946,1905,10,0.09388742,0,1,0
72722819,true,2,5.077742447,75,135318,521,14,0.094030384,0,1,0
72722876,true,2,5.104917346,80,141609,1025,22,0.130806716,0,1,0
72722939,true,2,5.134806444,44,60016,1504,11,0.236667897,0,1,0
72722996,true,2,5.079862578,68,106858,2012,15,0.115393399,0,1,0
72723113,true,2,5.073965805,58,84989,2987,14,0.094664467,0,1,0
72723170,true,2,5.763071561,57,81420,3446,13,0.103443588,0,1,0
72723226,true,2,5.049219974,78,158603,3914,18,0.098041313,0,1,0
72723410,true,2,5.740842837,53,73357,381,8,0.082234249,0,1,0
72723469,true,2,5.109020059,67,126936,760,14,0.112051556,0,1,0
72723524,true,2,5.113928537,57,88160,1123,7,0.121554985,0,1,0
72723583,true,2,5.015947563,68,107003,1535,12,0.131899819,0,1,0
72723644,true,2,5.031659113,51,68026,1971,9,0.130196341,0,1,0
72724115,true,2,5.175013732,60,87951,1718,12,0.209449973,0,1,0
72724230,true,2,5.621235407,38,58760,2479,4,0.095062146,0,1,0
72724350,true,2,5.639806084,83,121032,580,7,0.083941676,0,1,0
72724408,true,2,5.064096555,62,100503,815,10,0.129286486,0,1,0
72724584,true,2,5.022688918,62,118579,250,6,0.109022369,0,1,0
72724766,true,2,5.042141329,52,95048,1059,7,0.09006116,0,1,0
72724825,true,2,5.091447535,68,155875,1396,18,0.09306801,0,1,0
72725297,true,2,5.477714773,77,139188,1200,18,0.214582749,0,1,0
72733446,true,2,5.201383222,64,125629,3093,8,0.094128234,0.196738453,1,0
72733458,true,2,5.162835293,66,190427,3193,19,0.129562096,0.196738453,1,0
72733473,true,2,5.126109857,67,113661,3307,10,0.105137571,0.196738453,1,0
72733486,true,2,5.165284117,71,121476,3411,15,0.148457483,0.196738453,1,0
72737199,true,2,5.007521876,74,163269,2178,21,0.089428196,0,1,0
72739813,true,2,5.802643968,70,182512,1055,23,0.119380517,0,1,0
72744735,true,2,5.091344126,62,130725,4979,11,0.086930185,0.189464466,1,0
72744750,true,2,5.703258697,63,117493,5118,16,0.177902265,0.189464466,1,0
72750338,true,2,5.15112925,71,124035,353,6,0.118670465,0,1,0
72750529,true,2,5.143267312,61,133993,473,9,0.082320644,0,1,0
72750929,true,2,5.068291959,60,143355,1374,10,0.096194688,0,1,0
72752138,true,2,5.001618806,77,162042,1432,18,0.144192019,0,1,0
72752343,true,2,5.154190933,59,94239,3382,17,0.147073981,0,1,0
72752526,true,2,5.01061156,76,147045,5169,19,0.119487973,0,1,0
72752735,true,2,5.102678804,77,162063,7054,22,0.125107536,0,1,0
72753344,true,2,5.109713096,70,110551,1395,12,0.123457339,0,1,0
72754330,true,2,5.598848589,68,154984,337,9,0.081813938,0,1,0
72754475,true,2,5.001580018,60,102173,476,9,0.116980903,0,1,0
72754530,true,2,5.322852492,64,94457,764,6,0.094341366,0,1,0
72754580,true,2,5.649695794,83,135236,1062,14,0.12880547,0,1,0
72754734,true,2,5.052906141,64,115606,1895,9,0.112567103,0,1,0
72754745,true,2,5.064135579,72,106494,1966,12,0.107544988,0,1,0
72754779,true,2,5.096124356,61,96802,2168,8,0.098919711,0,1,0
72755192,true,2,5.046657598,70,138315,415,18,0.095528715,0,1,0
72755287,true,2,5.067275174,78,134417,1119,14,0.135881957,0,1,0
72755346,true,2,5.002256608,79,133056,1561,19,0.095099402,0,1,0
72755389,true,2,5.081409876,60,129104,1892,12,0.090490657,0,1,0
72755690,true,2,5.395428527,67,125653,4035,15,0.107755034,0,1,0
72755696,true,2,5.181232779,66,123568,4090,9,0.100715417,0,1,0
72755711,true,2,5.115277948,60,177144,4209,18,0.148413544,0,1,0
72755724,true,2,5.054679139,65,110021,4281,11,0.094756852,0,1,0
72755739,true,2,5.082246318,57,87601,4408,13,0.141810777,0,1,0
72755753,true,2,5.020164726,60,99793,4534,27,0.080256732,0,1,0
72756193,true,2,5.078862164,78,177353,2572,16,0.104182345,0,1,0
72756323,true,2,5.197931717,63,88761,3407,8,0.181967672,0,1,0
72756396,true,2,5.005681648,64,95889,3885,14,0.14955339,0,1,0
72758440,true,2,5.522615695,47,107192,208,5,0.10550589,0,1,0
72759078,true,2,6.202949157000001,66,119828,2130,16,0.079168483,0.124201935,1,0
72760033,true,2,5.099326108,53,97086,195,9,0.139851108,0,1,0
72760149,true,2,5.122497337,70,163296,819,16,0.093455856,0,1,0
72760210,true,2,5.444929381,75,149068,93,17,0.099104279,0,1,0
72760272,true,2,5.112981411,63,156875,507,15,0.11484526,0,1,0
72760329,true,2,5.055291864,76,225377,850,18,0.111625999,0,1,0
72760388,true,2,5.132792015,50,119437,1209,13,0.13768629,0,1,0
72761740,true,2,5.529030848,66,95982,1811,6,0.107961811,0.126111793,1,0
72761859,true,2,5.210684657,64,98204,301,10,0.163410838,0,1,0
72761917,true,2,5.038787151,49,69313,641,10,1.116003648,0,1,0
72761978,true,2,5.043635386,59,101923,1003,8,0.101131617,0,1,0
72762158,true,2,5.079258783,60,96915,2087,9,0.11882765,0,1,0
72762273,true,2,5.19239966,68,112762,598,11,0.127811395,0,1,0
72762330,true,2,5.457583728,66,111579,948,11,0.098267368,0,1,0
72762387,true,2,5.074686774,75,118532,1327,8,0.104918723,0,1,0
