72661354,true,0,NewHeight,0,0,0,0
72661354,true,0,NewRound,20,0,0,0
72661354,true,0,Propose,0,0,0,0
72661354,true,0,Prevote,2,0,0,57544795
72661354,true,0,Precommit,41,0,0,57544795
72661354,true,1,NewRound,72,0,0,57544795
72661354,true,1,Propose,0,0,0,0
72661354,true,1,Prevote,5,0,3239515,57544795
72661354,true,1,Precommit,35,0,0,57544795
72661354,true,1,Commit,55,0,0,57544795
72661379,true,0,NewHeight,0,0,0,0
72661379,true,0,NewRound,19,0,0,0
72661379,true,0,Propose,0,0,0,0
72661379,true,0,Prevote,2,0,0,57544796
72661379,true,0,Precommit,40,0,0,57544796
72661379,true,1,NewRound,73,0,0,57544796
72661379,true,1,Propose,0,0,0,0
72661379,true,1,Prevote,18,0,2286511,57544796
72661379,true,1,Precommit,24,0,0,57544796
72661379,true,1,Commit,53,0,0,57544796
72674080,true,0,NewHeight,0,0,0,0
72674080,true,0,NewRound,14,0,0,0
72674080,true,0,Propose,0,0,0,0
72674080,true,0,Prevote,9,0,0,57543588
72674080,true,0,Precommit,31,0,0,57543588
72674080,true,1,NewRound,74,0,0,57543588
72674080,true,1,Propose,0,0,0,0
72674080,true,1,Prevote,3,0,5562503,57543588
72674080,true,1,Precommit,39,0,0,57543588
72674080,true,1,Commit,45,0,0,57543588
72674376,true,0,NewHeight,0,0,0,0
72674376,true,0,NewRound,17,0,0,0
72674376,true,0,Propose,0,0,0,0
72674376,true,0,Prevote,1,0,0,57543589
72674376,true,0,Precommit,42,0,0,57543589
72674376,true,1,NewRound,69,0,0,57543589
72674376,true,1,Propose,0,0,0,0
72674376,true,1,Prevote,2,0,3231274,57543589
72674376,true,1,Precommit,37,0,0,57543589
72674376,true,1,Commit,52,0,0,57543589
72675548,true,0,NewHeight,0,0,0,0
72675548,true,0,NewRound,15,0,0,0
72675548,true,0,Propose,0,0,0,0
72675548,true,0,Prevote,2,0,0,57543734
72675548,true,0,Precommit,43,0,0,57543734
72675548,true,1,NewRound,70,0,0,57543734
72675548,true,1,Propose,0,0,0,0
72675548,true,1,Prevote,2,0,978409,57543734
72675548,true,1,Precommit,36,0,0,57543734
72675548,true,1,Commit,55,0,0,57543734
72677807,true,0,NewHeight,0,0,0,0
72677807,true,0,NewRound,17,0,0,0
72677807,true,0,Propose,0,0,0,0
72677807,true,0,Prevote,1,0,0,57544222
72677807,true,0,Precommit,43,0,0,57544222
72677807,true,1,NewRound,69,0,0,57544222
72677807,true,1,Propose,0,0,0,0
72677807,true,1,Prevote,2,0,8474900,57544222
72677807,true,1,Precommit,39,0,0,57544222
72677807,true,1,Commit,50,0,0,57544222
72677835,true,0,NewHeight,0,0,0,0
72677835,true,0,NewRound,20,0,0,0
72677835,true,0,Propose,0,0,0,0
72677835,true,0,Prevote,2,0,0,57544222
72677835,true,0,Precommit,43,0,0,57544222
72677835,true,1,NewRound,69,0,0,57544222
72677835,true,1,Propose,0,0,0,0
72677835,true,1,Prevote,2,0,4068764,57544222
72677835,true,1,Precommit,36,0,0,57544222
72677835,true,1,Commit,56,0,0,57544222
72677850,true,0,NewHeight,0,0,0,0
72677850,true,0,NewRound,18,0,0,0
72677850,true,0,Propose,0,0,0,0
72677850,true,0,Prevote,2,0,0,57544222
72677850,true,0,Precommit,39,0,0,57544222
72677850,true,1,NewRound,69,0,0,57544222
72677850,true,1,Propose,0,0,0,0
