71695603,true,2,5.036077879,70,144013,2570,24,0.112633396,0,1,0
71705454,true,2,5.047798531,71,119423,2009,41,0.102392396,0.126429158,1,0
71705539,true,2,6.834659868,78,149853,2812,48,0.201083693,0.17526746,1,0
71824160,true,2,5.395585334,55,158669,2857,42,0.210129838,0,1,0
71824370,true,2,5.187351962,55,109596,725,20,0.129216953,0,1,0
71824462,true,2,5.159179717,67,168859,706,38,0.123300535,0,1,0
71852281,true,2,6.034013185,55,135412,1195,98,0.100921403,0,1,0
71852337,true,2,5.619408991,57,142741,536,39,0.238062323,0,1,0
71861830,true,2,5.017992857,27,95881,6832,22,0.103446276,0,1,0
71881806,true,2,5.222020396,56,103658,2008,20,0.197696037,0,1,0
71881980,true,2,5.254651963,77,146693,1758,33,0.136274889,0,1,0
71882160,true,2,5.143649972,43,176578,1603,29,0.107355356,0,1,0
71882325,true,2,5.020800363,47,65587,935,18,0.146225741,0,1,0
71882655,true,2,5.048895981,59,125400,4063,30,0.124741802,0,1,0
71892356,true,2,5.010209839,59,83584,1893,12,0.086062772,0,1,0
71892672,true,2,5.019940719,67,140324,123,23,0.100849174,0,1,0
71893604,true,2,5.039986512,36,79800,9897,16,0.098197546,0,1,0
71894081,true,2,5.040404947,74,143188,745,19,0.086852321,0,1,0
71894388,true,2,5.081078186,65,128982,519,21,0.098195855,0,1,0
71894537,true,2,5.048534562,47,96159,2073,27,0.125444512,0,1,0
71894846,true,2,5.115355735,51,103755,438,22,0.109153443,0,1,0
71895001,true,2,5.006856108,28,50702,2276,8,0.118179428,0,1,0
71895322,true,2,5.130231386,58,127002,6263,22,0.096551669,0,1,0
71895792,true,2,5.053638865,55,104396,279,17,0.134751554,0,1,0
71902510,true,2,5.084649513,50,112628,443,24,0.11445285,0,1,0
71902553,false,1,4.822334797,2,6920,875,7,5.672633433,0,1,0
71902556,true,2,5.191698867,47,113136,931,28,0.15755811,0,1,0
71902667,true,2,5.017501702,38,70808,2171,20,0.127079299,0,1,0
71903456,true,2,5.057943231,52,93946,991,20,0.105535067,0,1,0
71904220,true,2,5.155648084,53,168550,1537,36,0.118822671,0,1,0
71904386,true,2,5.012921146,60,75408,1131,20,0.112341765,0,1,0
71905169,true,2,5.064178003,60,120557,153,21,0.110698046,0,1,0
71906100,true,2,5.056787502,56,95254,8291,28,0.107506223,0,1,0
71906267,true,2,5.005284319,50,76859,792,28,0.150933009,0,1,0
71906416,true,2,5.01254559,36,79196,450,31,0.105458595,0,1,0
71907193,true,2,5.003028469,67,138602,4678,31,0.114908141,0,1,0
71907674,true,2,5.018305058,53,115983,356,19,0.125484666,0,1,0
71909779,true,2,5.01674797,51,128605,6257,14,0.106381646,0.126740423,1,0
