70904719,0,NewHeight,56874520,0
70904719,0,NewRound,0,0
70904719,0,Propose,0,0
70904719,0,Prevote,56874520,1813297
70904719,0,Precommit,56874520,0
70904719,0,Commit,56874520,0
70904720,0,NewHeight,0,0
70904720,0,NewRound,0,0
70904720,0,Propose,0,0
70904720,0,Prevote,0,1813297
70904720,0,Precommit,56874520,0
70904720,0,Commit,56874520,0
70904721,0,NewHeight,0,0
70904721,0,NewRound,0,0
70904721,0,Propose,0,0
70904721,0,Prevote,0,1813297
70904721,0,Precommit,56874520,0
70904721,0,Commit,56874520,0
70904722,0,NewHeight,0,0
70904722,0,NewRound,0,0
70904722,0,Propose,0,0
70904722,0,Prevote,56874520,2370973
70904722,0,PrevoteWait,56874520,0
70904722,0,Precommit,56874520,0
70904722,0,Commit,56874520,0
70904723,0,NewHeight,0,0
70904723,0,NewRound,0,0
70904723,0,Propose,0,0
70904723,0,Prevote,0,2370973
70904723,0,Precommit,56874520,0
70904723,0,Commit,56874520,0
70904724,0,NewHeight,0,0
70904724,0,NewRound,0,0
70904724,0,Propose,0,0
70904724,0,Prevote,56874520,1492807
70904724,0,Precommit,56874520,0
70904724,0,Commit,56874520,0
70904725,0,NewHeight,0,0
70904725,0,NewRound,0,0
70904725,0,Propose,0,0
70904725,0,Prevote,56874520,1088653
70904725,0,PrevoteWait,56874520,0
70904725,0,Precommit,56874520,0
70904725,0,Commit,56874520,0
70904726,0,NewHeight,0,0
70904726,0,NewRound,0,0
70904726,0,Propose,0,0
70904726,0,Prevote,0,1088653
70904726,0,Precommit,56874520,0
70904726,0,Commit,56874520,0
70904727,0,NewHeight,0,0
70904727,0,NewRound,0,0
70904727,0,Propose,0,0
70904727,0,Prevote,56874520,1088653
70904727,0,Precommit,56874520,0
70904727,0,Commit,56874520,0
70904728,0,NewHeight,0,0
70904728,0,NewRound,0,0
70904728,0,Propose,0,0
70904728,0,Prevote,56874520,2129690
70904728,0,PrevoteWait,56874520,0
70904728,0,Precommit,56874520,0
70904728,0,Commit,56874520,0
70904729,0,NewHeight,0,0
70904729,0,NewRound,0,0
70904729,0,Propose,0,0
70904729,0,Prevote,56874520,1492807
70904729,0,Precommit,56874520,0
70904729,0,Commit,56874520,0
70904730,0,NewHeight,0,0
70904730,0,NewRound,0,0
70904730,0,Propose,0,0
70904730,0,Prevote,0,1492807
70904730,0,Precommit,56874520,0
70904730,0,Commit,56874520,0
70904731,0,NewHeight,0,0
70904731,0,NewRound,0,0
70904731,0,Propose,0,0
70904731,0,Prevote,0,1492807
70904731,0,Precommit,56874520,0
70904731,0,Commit,56874520,0
70904732,0,NewHeight,0,0
70904732,0,NewRound,0,0
70904732,0,Propose,0,0
70904732,0,Prevote,56874520,2222137
70904732,0,Precommit,56874520,0
70904732,0,Commit,56874520,0
70905224,0,NewHeight,56874524,0
70905224,0,Prevote,56874524,0
70905224,0,Precommit,56874524,0
70905224,0,Commit,56874524,0
70905225,0,NewHeight,0,0
70905225,0,Prevote,0,4417409
70905225,0,Precommit,56874524,0
70905225,0,Commit,56874524,0
70905226,0,NewHeight,0,0
70905226,0,NewRound,0,0
70905226,0,Propose,0,0
70905226,0,Prevote,56874524,2262847
70905226,0,Precommit,56874524,0
70905226,0,Commit,56874524,0
70905240,0,NewHeight,56874524,0
70905240,0,Prevote,56874524,0
70905240,0,Precommit,56874524,0
70905240,0,Commit,0,0
70905241,0,NewHeight,0,0
70905241,0,NewRound,0,0
70905241,0,Propose,0,0
70905241,0,Prevote,56874524,17925493
70905241,0,Precommit,56874524,0
70905241,0,Commit,56874524,0
70905242,0,NewHeight,0,0
70905242,0,NewRound,0,0
70905242,0,Propose,0,0
70905242,0,Prevote,56874524,0
70905242,0,Precommit,56874524,0
70905242,0,Commit,56874524,0
70905243,0,NewHeight,0,0
70905243,0,NewRound,0,0
70905243,0,Propose,0,0
70905243,0,Prevote,0,0
70905243,0,Precommit,56874524,0
70905243,0,Commit,56874524,0
70905244,0,NewHeight,0,0
70905244,0,NewRound,0,0
70905244,0,Propose,0,0
70905244,0,Prevote,0,0
70905244,0,Precommit,56874524,0
70905244,0,Commit,56874524,0
70905245,0,NewHeight,0,0
70905245,0,NewRound,0,0
70905245,0,Propose,0,0
70905245,0,Prevote,56874524,0
70905245,0,PrevoteWait,56874524,0
70905245,0,Precommit,56874524,0
70905245,0,Commit,56874524,0
70905246,0,NewHeight,0,0
70905246,0,NewRound,0,0
70905246,0,Propose,0,0
70905246,0,Prevote,0,0
70905246,0,Precommit,56874524,0
70905246,0,Commit,56874524,0
70905247,0,NewHeight,0,0
70905247,0,NewRound,0,0
70905247,0,Propose,0,0
70905247,0,Prevote,56874524,0
70905247,0,PrevoteWait,56874524,0
70905247,0,Precommit,56874524,0
70905247,0,Commit,56874524,0
70905248,0,NewHeight,0,0
70905248,0,NewRound,0,0
70905248,0,Propose,0,0
70905248,0,Prevote,0,0
70905248,0,Precommit,56874524,0
70905248,0,Commit,56874524,0
70905249,0,NewHeight,0,0
70905249,0,NewRound,0,0
70905249,0,Propose,0,0
70905249,0,Prevote,0,0
70905249,0,Precommit,56874524,0
70905249,0,Commit,56874524,0
70905250,0,NewHeight,0,0
70905250,0,NewRound,0,0
70905250,0,Propose,0,0
70905250,0,Prevote,0,0
70905250,0,Precommit,56874524,0
70905250,0,Commit,56874524,0
70905251,0,NewHeight,0,0
70905251,0,NewRound,0,0
70905251,0,Propose,0,0
70905251,0,Prevote,0,404154
70905251,0,Precommit,56874524,0
70905251,0,Commit,56874524,0
70905252,0,NewHeight,0,0
70905252,0,NewRound,0,0
70905252,0,Propose,0,0
70905252,0,Prevote,0,2535755
70905252,0,Precommit,56874524,0
70905252,0,Commit,56874524,0
70905253,0,NewHeight,0,0
70905253,0,NewRound,0,0
70905253,0,Propose,0,0
70905253,0,Prevote,56874524,729330
70905253,0,Precommit,56874524,0
70905253,0,Commit,56874524,0
70905254,0,NewHeight,0,0
70905254,0,NewRound,0,0
70905254,0,Propose,0,0
70905254,0,Prevote,0,0
70905254,0,Precommit,56874524,0
70905254,0,Commit,56874524,0
70905255,0,NewHeight,0,0
70905255,0,NewRound,0,0
70905255,0,Propose,0,0
70905255,0,Prevote,56874524,404154
70905255,0,Precommit,56874524,0
70905255,0,Commit,56874524,0
70905256,0,NewHeight,0,0
70905256,0,NewRound,0,0
70905256,0,Propose,0,0
70905256,0,Prevote,0,404154
70905256,0,Precommit,56874524,0
70905256,0,Commit,56874524,0
70905257,0,NewHeight,0,0
70905257,0,NewRound,0,0
70905257,0,Propose,0,0
70905257,0,Prevote,0,17990166
70905257,0,Precommit,56874524,0
70905257,0,Commit,56874524,0
70905258,0,NewHeight,0,0
70905258,0,NewRound,0,0
70905258,0,Propose,0,0
70905258,0,Prevote,0,1445191
70905258,0,Precommit,56874524,0
70905258,0,Commit,56874524,0
70905259,0,NewHeight,0,0
70905259,0,NewRound,0,0
70905259,0,Propose,0,0
70905259,0,Prevote,0,3886238
70905259,0,Precommit,56874524,0
70905259,0,Commit,56874524,0
70905260,0,NewHeight,0,0
70905260,0,NewRound,0,0
70905260,0,Propose,0,0
70905260,0,Prevote,0,2691622
70905260,0,Precommit,56874524,0
70905260,0,Commit,56874524,0
70905261,0,NewHeight,0,0
70905261,0,NewRound,0,0
70905261,0,Propose,0,0
70905261,0,Prevote,0,1361527
70905261,0,PrevoteWait,56874524,0
70905261,0,Precommit,56874524,0
70905261,0,Commit,56874524,0
70905262,0,NewHeight,0,0
70905262,0,NewRound,0,0
70905262,0,Propose,0,0
70905262,0,Prevote,0,0
70905262,0,Precommit,56874524,0
70905262,0,Commit,56874524,0
70905263,0,NewHeight,0,0
70905263,0,NewRound,0,0
70905263,0,Propose,0,0
70905263,0,Prevote,0,0
70905263,0,Precommit,56874524,0
70905263,0,Commit,56874524,0
70905264,0,NewHeight,0,0
70905264,0,NewRound,0,0
70905264,0,Propose,0,0
70905264,0,Prevote,0,0
70905264,0,Precommit,56874524,0
70905264,0,Commit,56874524,0
70905265,0,NewHeight,0,0
70905265,0,NewRound,0,0
70905265,0,Propose,0,0
70905265,0,Prevote,56874524,0
70905265,0,Precommit,56874524,0
70905265,0,Commit,56874524,0
70905266,0,NewHeight,0,0
70905266,0,NewRound,0,0
70905266,0,Propose,0,0
70905266,0,Prevote,56874524,0
70905266,0,PrevoteWait,56874524,0
70905266,0,Precommit,56874524,0
70905266,0,Commit,56874524,0
70905267,0,NewHeight,0,0
70905267,0,NewRound,0,0
70905267,0,Propose,0,0
70905267,0,Prevote,56874524,1910208
70905267,0,Precommit,56874524,0
70905267,0,Commit,56874524,0
70905268,0,NewHeight,0,0
70905268,0,NewRound,0,0
70905268,0,Propose,0,0
70905268,0,Prevote,56874524,0
70905268,0,Precommit,56874524,0
70905268,0,Commit,56874524,0
70905269,0,NewHeight,0,0
70905269,0,NewRound,0,0
70905269,0,Propose,0,0
70905269,0,Prevote,0,1283775
70905269,0,Precommit,56874524,0
70905269,0,Commit,56874524,0
70905270,0,NewHeight,0,0
70905270,0,NewRound,0,0
70905270,0,Propose,0,0
70905270,0,Prevote,56874524,855362
70905270,0,Precommit,56874524,0
70905270,0,Commit,56874524,0
70905271,0,NewHeight,0,0
70905271,0,NewRound,0,0
70905271,0,Propose,0,0
70905271,0,Prevote,56874524,0
70905271,0,PrevoteWait,56874524,0
70905271,0,Precommit,56874524,0
70905271,0,Commit,56874524,0
70905272,0,NewHeight,0,0
70905272,0,NewRound,0,0
70905272,0,Propose,0,0
70905272,0,Prevote,0,0
70905272,0,Precommit,56874524,0
70905272,0,Commit,56874524,0
70905273,0,NewHeight,0,0
70905273,0,NewRound,0,0
70905273,0,Propose,0,0
70905273,0,Prevote,0,3233116
70905273,0,Precommit,56874524,0
70905273,0,Commit,56874524,0
70905274,0,NewHeight,0,0
70905274,0,NewRound,0,0
70905274,0,Propose,0,0
70905274,0,Prevote,56874524,0
70905274,0,Precommit,56874524,0
70905274,0,Commit,56874524,0
70905275,0,NewHeight,0,0
70905275,0,NewRound,0,0
70905275,0,Propose,0,0
70905275,0,Prevote,56874524,961830
70905275,0,PrevoteWait,56874524,0
70905275,0,Precommit,56874524,0
70905275,0,Commit,56874524,0
70905276,0,NewHeight,0,0
70905276,0,NewRound,0,0
70905276,0,Propose,0,0
70905276,0,Prevote,0,0
70905276,0,Precommit,56874524,0
70905276,0,Commit,56874524,0
70905277,0,NewHeight,0,0
70905277,0,NewRound,0,0
70905277,0,Propose,0,0
70905277,0,Prevote,0,0
70905277,0,Precommit,56874524,0
70905277,0,Commit,56874524,0
70905278,0,NewHeight,0,0
70905278,0,NewRound,0,0
70905278,0,Propose,0,0
70905278,0,Prevote,0,1246431
70905278,0,Precommit,56874524,0
70905278,0,Commit,56874524,0
70905279,0,NewHeight,0,0
70905279,0,NewRound,0,0
70905279,0,Propose,0,0
70905279,0,Prevote,0,878857
70905279,0,Precommit,56874524,0
70905279,0,Commit,56874524,0
70905280,0,NewHeight,0,0
70905280,0,NewRound,0,0
70905280,0,Propose,0,0
70905280,0,Prevote,56874524,0
70905280,0,PrevoteWait,56874524,0
70905280,0,Precommit,56874524,0
70905280,0,Commit,56874524,0
70905281,0,NewHeight,0,0
70905281,0,NewRound,0,0
70905281,0,Propose,0,0
70905281,0,Prevote,0,0
70905281,0,Precommit,56874524,0
70905281,0,Commit,56874524,0
70905282,0,NewHeight,0,0
70905282,0,Prevote,0,0
70905282,0,Precommit,56874524,0
70905282,0,Commit,56874524,0
70905283,0,NewHeight,0,0
70905283,0,NewRound,0,0
70905283,0,Propose,0,0
70905283,0,Prevote,56874524,522593
70905283,0,Precommit,56874524,0
70905283,0,Commit,56874524,0
70905284,0,NewHeight,0,0
70905284,0,NewRound,0,0
70905284,0,Propose,0,0
70905284,0,Prevote,0,3006952
70905284,0,Precommit,56874524,0
70905284,0,Commit,56874524,0
70905285,0,NewHeight,0,0
70905285,0,NewRound,0,0
70905285,0,Propose,0,0
70905285,0,Prevote,0,1041037
70905285,0,Precommit,56874524,0
70905285,0,Commit,56874524,0
70905286,0,NewHeight,0,0
70905286,0,NewRound,0,0
70905286,0,Propose,0,0
70905286,0,Prevote,0,1041037
70905286,0,Precommit,56874524,0
70905286,0,Commit,56874524,0
70905287,0,NewHeight,0,0
70905287,0,NewRound,0,0
70905287,0,Propose,0,0
70905287,0,Prevote,56874524,1041037
70905287,0,Precommit,56874524,0
70905287,0,Commit,56874524,0
70905288,0,NewHeight,0,0
70905288,0,NewRound,0,0
70905288,0,Propose,0,0
70905288,0,Prevote,56874524,0
70905288,0,PrevoteWait,56874524,0
70905288,0,Precommit,56874524,0
70905288,0,Commit,56874524,0
70905289,0,NewHeight,0,0
70905289,0,NewRound,0,0
70905289,0,Propose,0,0
70905289,0,Prevote,0,0
70905289,0,Precommit,56874524,0
70905289,0,Commit,56874524,0
70905290,0,NewHeight,0,0
70905290,0,NewRound,0,0
70905290,0,Propose,0,0
70905290,0,Prevote,0,404154
70905290,0,Precommit,56874524,0
70905290,0,Commit,56874524,0
70905291,0,NewHeight,0,0
70905291,0,NewRound,0,0
70905291,0,Propose,0,0
70905291,0,Prevote,0,1315412
70905291,0,Precommit,56874524,0
70905291,0,Commit,56874524,0
70905292,0,NewHeight,0,0
70905292,0,NewRound,0,0
70905292,0,Propose,0,0
70905292,0,Prevote,56874524,0
70905292,0,PrevoteWait,56874524,0
70905292,0,Precommit,56874524,0
70905292,0,Commit,56874524,0
70905293,0,NewHeight,0,0
70905293,0,NewRound,0,0
70905293,0,Propose,0,0
70905293,0,Prevote,56874524,18884798
70905293,0,Precommit,56874524,0
70905293,0,Commit,56874524,0
70905294,0,NewHeight,0,0
70905294,0,NewRound,0,0
70905294,0,Propose,0,0
70905294,0,Prevote,0,1365984
70905294,0,Precommit,56874524,0
70905294,0,Commit,56874524,0
70905295,0,NewHeight,0,0
70905295,0,NewRound,0,0
70905295,0,Propose,0,0
70905295,0,Prevote,0,0
70905295,0,Precommit,56874524,0
70905295,0,Commit,56874524,0
70905296,0,NewHeight,0,0
70905296,0,NewRound,56874524,0
70905296,0,Propose,0,0
70905296,0,Prevote,0,300761
70905296,0,Precommit,56874524,0
70905296,0,Commit,56874524,0
70905297,0,NewHeight,0,0
70905297,0,NewRound,0,0
70905297,0,Propose,0,0
70905297,0,Prevote,0,1304807
70905297,0,Precommit,56874524,0
70905297,0,Commit,56874524,0
70905298,0,NewHeight,0,0
70905298,0,NewRound,0,0
70905298,0,Propose,0,0
70905298,0,Prevote,56874524,0
70905298,0,PrevoteWait,56874524,0
70905298,0,Precommit,56874524,0
70905298,0,Commit,56874524,0
70905299,0,NewHeight,0,0
70905299,0,NewRound,0,0
70905299,0,Propose,0,0
70905299,0,Prevote,56874524,0
70905299,0,Precommit,56874524,0
70905299,0,Commit,56874524,0
70905300,0,NewHeight,0,0
70905300,0,NewRound,0,0
70905300,0,Propose,0,0
70905300,0,Prevote,56874524,0
70905300,0,PrevoteWait,56874524,0
70905300,0,Precommit,56874524,0
70905300,0,Commit,56874524,0
70905301,0,NewHeight,0,0
70905301,0,NewRound,0,0
70905301,0,Propose,0,0
70905301,0,Prevote,0,18171815
70905301,0,Precommit,56874524,0
70905301,0,Commit,56874524,0
70905302,0,NewHeight,0,0
70905302,0,NewRound,0,0
70905302,0,Propose,0,0
70905302,0,Prevote,56874524,826589
70905302,0,PrevoteWait,56874524,0
70905302,0,Precommit,56874524,0
70905302,0,Commit,56874524,0
70905303,0,NewHeight,0,0
70905303,0,NewRound,0,0
70905303,0,Propose,0,0
70905303,0,Prevote,56874524,0
70905303,0,Precommit,56874524,0
70905303,0,Commit,56874524,0
70905304,0,NewHeight,0,0
70905304,0,NewRound,0,0
70905304,0,Propose,0,0
70905304,0,Prevote,0,1858693
70905304,0,Precommit,56874524,0
70905304,0,Commit,56874524,0
70905305,0,NewHeight,0,0
70905305,0,NewRound,0,0
70905305,0,Propose,0,0
70905305,0,Prevote,56874524,1300326
70905305,0,Precommit,56874524,0
70905305,0,Commit,56874524,0
70905306,0,NewHeight,0,0
70905306,0,NewRound,0,0
70905306,0,Propose,0,0
70905306,0,Prevote,56874524,0
70905306,0,PrevoteWait,56874524,0
70905306,0,Precommit,56874524,0
70905306,0,Commit,56874524,0
70905307,0,NewHeight,0,0
70905307,0,NewRound,0,0
70905307,0,Propose,0,0
70905307,0,Prevote,0,0
70905307,0,Precommit,56874524,0
70905307,0,Commit,56874524,0
70905308,0,NewHeight,0,0
70905308,0,NewRound,0,0
70905308,0,Propose,0,0
70905308,0,Prevote,0,0
70905308,0,Precommit,56874524,0
70905308,0,Commit,56874524,0
70905309,0,NewHeight,0,0
70905309,0,NewRound,0,0
70905309,0,Propose,0,0
70905309,0,Prevote,0,17835788
70905309,0,Precommit,56874524,0
70905309,0,Commit,56874524,0
70905310,0,NewHeight,0,0
70905310,0,NewRound,0,0
70905310,0,Propose,0,0
70905310,0,Prevote,56874524,0
70905310,0,PrevoteWait,56874524,0
70905310,0,Precommit,56874524,0
70905310,0,Commit,56874524,0
70905311,0,NewHeight,0,0
70905311,0,NewRound,0,0
70905311,0,Propose,0,0
70905311,0,Prevote,56874524,18889092
70905311,0,Precommit,56874524,0
70905311,0,Commit,56874524,0
70905312,0,NewHeight,0,0
70905312,0,NewRound,0,0
70905312,0,Propose,0,0
70905312,0,Prevote,56874524,1041037
70905312,0,Precommit,56874524,0
70905312,0,Commit,56874524,0
70905313,0,NewHeight,0,0
70905313,0,NewRound,0,0
70905313,0,Propose,0,0
70905313,0,Prevote,56874524,6590443
70905313,0,Precommit,56874524,0
70905313,0,Commit,56874524,0
70905314,0,NewHeight,0,0
70905314,0,NewRound,0,0
70905314,0,Propose,0,0
70905314,0,Prevote,56874524,4810052
70905314,0,Precommit,56874524,0
70905314,0,Commit,56874524,0
70905315,0,NewHeight,0,0
70905315,0,NewRound,0,0
70905315,0,Propose,0,0
70905315,0,Prevote,56874524,961830
70905315,0,PrevoteWait,56874524,0
70905315,0,Precommit,56874524,0
70905315,0,Commit,56874524,0
70905316,0,NewHeight,0,0
70905316,0,NewRound,0,0
70905316,0,Propose,0,0
70905316,0,Prevote,56874524,961830
70905316,0,Precommit,56874524,0
70905316,0,Commit,56874524,0
70905317,0,NewHeight,0,0
70905317,0,NewRound,0,0
70905317,0,Propose,0,0
70905317,0,Prevote,56874524,320490
70905317,0,PrevoteWait,56874524,0
70905317,0,Precommit,56874524,0
70905317,0,Commit,56874524,0
70905331,0,NewHeight,56874524,0
70905331,0,Prevote,0,0
70905331,0,Precommit,56874524,0
70905331,0,Commit,56874524,0
70905332,0,NewHeight,0,0
70905332,0,NewRound,0,0
70905332,0,Propose,0,0
70905332,0,Prevote,0,0
70905332,0,Precommit,56874524,0
70905332,0,Commit,56874524,0
70905333,0,NewHeight,0,0
70905333,0,NewRound,0,0
70905333,0,Propose,0,0
70905333,0,Prevote,0,0
70905333,0,Precommit,56874524,0
70905333,0,Commit,56874524,0
70905334,0,NewHeight,0,0
70905334,0,NewRound,0,0
70905334,0,Propose,0,0
70905334,0,Prevote,56874524,0
70905334,0,Precommit,56874524,0
70905334,0,Commit,56874524,0
70905335,0,NewHeight,0,0
70905335,0,NewRound,0,0
70905335,0,Propose,0,0
70905335,0,Prevote,56874524,0
70905335,0,PrevoteWait,56874524,0
70905335,0,Precommit,56874524,0
70905335,0,Commit,56874524,0
70905336,0,NewHeight,0,0
70905336,0,NewRound,0,0
70905336,0,Propose,0,0
70905336,0,Prevote,0,0
70905336,0,Precommit,56874563,0
70905336,0,Commit,56874563,0
70905337,0,NewHeight,0,0
70905337,0,NewRound,0,0
70905337,0,Propose,0,0
70905337,0,Prevote,56874563,0
70905337,0,Precommit,56874563,0
70905337,0,Commit,56874563,0
70905338,0,NewHeight,0,0
70905338,0,NewRound,0,0
70905338,0,Propose,0,0
70905338,0,Prevote,0,1041037
70905338,0,Precommit,56874563,0
70905338,0,Commit,56874563,0
70905339,0,NewHeight,0,0
70905339,0,NewRound,0,0
70905339,0,Propose,0,0
70905339,0,Prevote,56874563,1041037
70905339,0,Precommit,56874563,0
70905339,0,Commit,56874563,0
70905340,0,NewHeight,0,0
70905340,0,NewRound,0,0
70905340,0,Propose,0,0
70905340,0,Prevote,0,1041037
70905340,0,Precommit,56874563,0
70905340,0,Commit,56874563,0
70905341,0,NewHeight,0,0
70905341,0,NewRound,0,0
70905341,0,Propose,0,0
70905341,0,Prevote,0,0
70905341,0,Precommit,56874563,0
70905341,0,Commit,56874563,0
70905342,0,NewHeight,0,0
70905342,0,NewRound,0,0
70905342,0,Propose,0,0
70905342,0,Prevote,56874563,0
70905342,0,PrevoteWait,56874563,0
70905342,0,Precommit,56874563,0
70905342,0,Commit,56874563,0
70905343,0,NewHeight,0,0
70905343,0,NewRound,0,0
70905343,0,Propose,0,0
70905343,0,Prevote,56874563,0
70905343,0,Precommit,56874563,0
70905343,0,Commit,56874563,0
70905344,0,NewHeight,0,0
70905344,0,NewRound,0,0
70905344,0,Propose,0,0
70905344,0,Prevote,0,0
70905344,0,Precommit,56874563,0
70905344,0,Commit,56874563,0
70905345,0,NewHeight,0,0
70905345,0,NewRound,0,0
70905345,0,Propose,0,0
70905345,0,Prevote,56874563,0
70905345,0,PrevoteWait,56874563,0
70905345,0,Precommit,56874563,0
70905345,0,Commit,56874563,0
70905346,0,NewHeight,0,0
70905346,0,NewRound,0,0
70905346,0,Propose,0,0
70905346,0,Prevote,56874563,0
70905346,0,Precommit,56874563,0
70905346,0,Commit,56874563,0
70905347,0,NewHeight,0,0
70905347,0,NewRound,0,0
70905347,0,Propose,0,0
70905347,0,Prevote,56874563,0
70905347,0,PrevoteWait,56874563,0
70905347,0,Precommit,56874563,0
70905347,0,Commit,56874563,0
70905348,0,NewHeight,0,0
70905348,0,NewRound,0,0
70905348,0,Propose,0,0
70905348,0,Prevote,0,0
70905348,0,Precommit,56874563,0
70905348,0,Commit,56874563,0
70905349,0,NewHeight,0,0
