70171742,0,NewRound,,0ce7837038407c79c5e878edea45150e1e0dd377,0x30,mempool_Txs,2634,
70171742,0,NewRound,,94e5d3939d4e4af5f9257fc2f69d155792be1f22,0x30,mempool_Txs,2637,
70171742,0,NewRound,,c98bb1b889ddb58b46e4ad3726c1382d37cd5609,0x30,mempool_Txs,3754,
70171742,0,NewRound,b7480bbb7a3121a7a32460d2e5cac976ee3bd899,,0x20,consensus_NewRoundStep,9,
70171742,0,NewRound,4f9025feca44211eddc26cd983372114947b2e85,,0x20,consensus_NewRoundStep,9,
70171742,0,NewRound,b77849486fae2a4cf0ae4cde6b2e1ee0e0ac4b93,,0x20,consensus_NewRoundStep,9,
70171742,0,NewRound,,94e5d3939d4e4af5f9257fc2f69d155792be1f22,0x30,mempool_Txs,563,
70171742,0,NewRound,,38c18461209694e1f667ff2c8636ba827cc01c86,0x30,mempool_Txs,3749,
70171742,0,NewRound,,26575ce473780723a77cbb9c4dad3577ff07f276,0x30,mempool_Txs,1544,
70171742,0,NewRound,0ce7837038407c79c5e878edea45150e1e0dd377,,0x20,consensus_NewRoundStep,9,
70171742,0,NewRound,aaaf88e86f492285578b7c06017342ed17ca4a4f,,0x20,consensus_NewRoundStep,9,
70171742,0,NewRound,c98bb1b889ddb58b46e4ad3726c1382d37cd5609,,0x20,consensus_NewRoundStep,9,
70171742,0,NewRound,38c18461209694e1f667ff2c8636ba827cc01c86,,0x20,consensus_NewRoundStep,9,
70171742,0,NewRound,8c6e34a888b831b1063a37e0b4519cdbc03d12aa,,0x20,consensus_NewRoundStep,9,
70171742,0,NewRound,eee35b912fc6b732eee67c6399ebe8dc1a038bd0,,0x20,consensus_NewRoundStep,9,
70171742,0,NewRound,26402f4d2ef8e31607d844655bf798d94f66f2d5,,0x20,consensus_NewRoundStep,9,
70171742,0,NewRound,,eee35b912fc6b732eee67c6399ebe8dc1a038bd0,0x22,consensus_Vote,191,
70171742,0,NewRound,17a80e5cb65d4388c3fbc669e880d4e772b69fd0,,0x20,consensus_NewRoundStep,9,
70171742,0,NewRound,fa3122de12cede7179b09c3d77f2620c2c6f06a1,,0x20,consensus_NewRoundStep,9,
70171742,0,NewRound,9188a1be12e245d98eebdeb8b4f70185b6beb5f5,,0x20,consensus_NewRoundStep,9,
70171742,0,NewRound,26575ce473780723a77cbb9c4dad3577ff07f276,,0x20,consensus_NewRoundStep,9,
70171742,0,NewRound,8f5603be95562a7c177a2395cb842e72390f7e7e,,0x20,consensus_NewRoundStep,9,
70171742,0,NewRound,204bd049353264547978853a8efb32e4521d8816,,0x20,consensus_NewRoundStep,9,
70171742,0,NewRound,,aaaf88e86f492285578b7c06017342ed17ca4a4f,0x22,consensus_Vote,191,
70171742,0,NewRound,bd25b3e8f9917f3a9f727cfa4dcb7bf177f2a8a3,,0x20,consensus_NewRoundStep,9,
