73679968,true,0,0,0,0,1,5
73679968,true,0,0,0,0,0,0
73679968,true,1,0,0,0,1,11
73680340,true,0,0,0,0,1,6
73680340,true,0,0,0,0,0,2
73680340,true,1,0,0,0,1,14
73680353,true,0,0,0,0,1,4
73680353,true,0,0,0,0,0,2
73680353,true,1,0,0,0,1,16
73680403,true,0,0,0,0,1,4
73680403,true,0,0,0,0,0,1
73680403,true,1,0,0,0,1,15
73680467,true,0,0,0,0,1,9
73680467,true,0,0,0,0,0,1
73680467,true,1,0,0,0,1,18
73680501,true,0,0,0,0,1,4
73680501,true,0,0,0,0,0,5
73680501,true,1,0,0,0,1,27
73680587,true,0,0,0,0,1,10
73680587,true,0,0,0,0,0,3
73680587,true,1,0,0,0,1,12
73701440,true,0,0,0,0,1,3
73701440,true,0,0,0,0,0,5
73701440,true,1,0,0,0,1,6
73701577,true,0,0,0,0,1,2
73701577,true,0,0,0,0,0,6
73701577,true,1,0,0,0,1,16
73709164,true,0,0,0,0,1,5
73709164,true,0,0,0,0,0,0
73709164,true,1,0,0,0,1,23
73714400,true,0,0,0,0,1,10
73714400,true,0,0,0,0,0,5
73714400,true,1,0,0,0,1,11
73730567,true,0,0,0,0,1,4
73730567,true,0,0,0,0,0,0
73730567,true,1,0,0,0,1,18
73732970,true,0,0,0,0,1,14
73732970,true,0,0,0,0,0,5
73732970,true,1,0,0,0,1,25
73733991,true,0,0,0,0,1,2
73733991,true,0,0,0,0,0,0
73733991,true,1,0,0,0,1,4
73750734,true,0,0,0,0,1,7
73750734,true,0,0,0,0,0,4
73750734,true,1,0,0,0,1,17
73750810,true,0,0,0,0,1,8
73750810,true,0,0,0,0,0,5
73750810,true,1,0,0,0,1,10
73751570,true,0,0,0,0,1,2
73751570,true,0,0,0,0,0,0
73751570,true,1,0,0,0,1,9
73751747,true,0,0,0,0,1,4
73751747,true,0,0,0,0,0,0
73751747,true,1,0,0,0,1,12
73751800,true,0,0,0,0,1,5
73751800,true,0,0,0,0,0,10
73751800,true,1,0,0,0,1,11
73751864,true,0,0,0,0,1,1
73751864,true,0,0,0,0,0,0
73751864,true,1,0,0,0,1,14
73751991,true,0,0,0,0,1,1
73751991,true,0,0,0,0,0,1
73751991,true,1,0,0,0,1,10
73752042,true,0,0,0,0,1,1
73752042,true,0,0,0,0,0,1
73752042,true,1,0,0,0,1,9
73752106,true,0,0,0,0,1,3
73752106,true,0,0,0,0,0,0
73752106,true,1,0,0,0,1,7
73752117,true,0,0,0,0,1,5
73752117,true,0,0,0,0,0,0
73752117,true,1,0,0,0,1,10
73752168,true,0,0,0,0,1,4
73752168,true,0,0,0,0,0,1
73752168,true,1,0,0,0,1,18
73752401,true,0,0,0,0,1,1
73752401,true,0,0,0,0,0,0
73752401,true,1,0,0,0,1,2
73752447,true,0,0,0,0,1,3
73752447,true,0,0,0,0,0,0
73752447,true,1,0,0,0,1,9
73753101,true,0,0,0,0,1,2
73753101,true,0,0,0,0,0,0
73753101,true,1,0,0,0,1,2
73754078,true,0,0,0,0,1,4
73754078,true,0,0,0,0,0,0
73754078,true,1,0,0,0,1,9
73754244,true,0,0,0,0,1,3
73754244,true,0,0,0,0,0,1
73754244,true,1,0,0,0,1,15
73754333,true,0,0,0,0,1,1
73754333,true,0,0,0,0,0,0
73754333,true,1,0,0,0,1,6
73754417,true,0,0,0,0,1,2
73754417,true,0,0,0,0,0,0
73754417,true,1,0,0,0,1,12
73761376,true,0,0,0,0,1,6
73761376,true,0,0,0,0,0,0
73761376,true,1,0,0,0,1,14
73768684,true,0,0,0,0,1,3
73768684,true,0,0,0,0,0,0
73768684,true,1,0,0,0,1,14
73779248,true,0,0,0,0,1,14
73779248,true,0,0,0,0,1,15
73779248,true,1,0,0,0,1,13
73782936,true,0,0,0,0,1,14
73782936,true,0,0,0,0,0,0
73782936,true,1,0,0,0,1,21
73783808,true,0,0,0,0,1,5
73783808,true,0,0,0,0,0,0
73783808,true,1,0,0,0,1,14
73783850,true,0,0,0,0,1,7
73783850,true,0,0,0,0,0,1
73783850,true,1,0,0,0,1,16
73784501,true,0,0,0,0,1,2
73784501,true,0,0,0,0,1,6
73784501,true,1,0,0,0,1,13
73784516,true,0,0,0,0,1,5
73784516,true,0,0,0,0,0,0
73784516,true,1,0,0,0,1,11
73784571,true,0,0,0,0,1,7
73784571,true,0,0,0,0,0,0
73784571,true,1,0,0,0,1,16
73784985,true,0,0,0,0,1,3
73784985,true,0,0,0,0,0,0
73784985,true,1,0,0,0,1,8
73785091,true,0,0,0,0,1,10
73785091,true,0,0,0,0,0,0
73785091,true,1,0,0,0,1,17
73785199,true,0,0,0,0,1,4
73785199,true,0,0,0,0,0,0
73785199,true,1,0,0,0,1,13
73785254,true,0,0,0,0,1,5
73785254,true,0,0,0,0,0,0
73785254,true,1,0,0,0,1,16
73785360,true,0,0,0,0,1,3
73785360,true,0,0,0,0,0,0
73785360,true,1,0,0,0,1,10
73785515,true,0,0,0,0,1,10
73785515,true,0,0,0,0,0,0
73785515,true,1,0,0,0,1,5
73785570,true,0,0,0,0,1,3
73785570,true,0,0,0,0,0,0
73785570,true,1,0,0,0,1,16
73785619,true,0,0,0,0,1,4
73785619,true,0,0,0,0,0,0
73785619,true,1,0,0,0,1,9
73785679,true,0,0,0,0,1,6
73785679,true,0,0,0,0,0,0
73785679,true,1,0,0,0,1,17
73785726,true,0,0,0,0,1,5
73785726,true,0,0,0,0,0,0
73785726,true,1,0,0,0,1,14
73785780,true,0,0,0,0,1,4
73785780,true,0,0,0,0,0,0
73785780,true,1,0,0,0,1,13
73785885,true,0,0,0,0,1,5
73785885,true,0,0,0,0,0,0
73785885,true,1,0,0,0,1,6
73785939,true,0,0,0,0,1,6
73785939,true,0,0,0,0,0,0
73785939,true,1,0,0,0,1,15
73785993,true,0,0,0,0,1,7
73785993,true,0,0,0,0,0,0
73785993,true,1,0,0,0,1,18
73808617,true,0,0,0,0,1,7
73808617,true,0,0,0,0,0,0
73808617,true,1,0,0,0,1,18
73810998,true,0,0,0,0,1,4
73810998,true,0,0,0,0,1,12
73810998,true,1,0,0,0,1,12
