73679968,true,0,NewHeight,0.233527238
73679968,true,0,NewRound,0.005055465
73679968,true,0,Propose,3.00026599
73679968,true,0,Prevote,0.243163289
73679968,true,0,Precommit,1.043257114
73679968,true,1,NewRound,0.007351984
73679968,true,1,Propose,0.170480433
73679968,true,1,Prevote,0.015228539
73679968,true,1,Precommit,0.095595674
73679968,true,1,Commit,0.247002803
73680340,true,0,NewHeight,0.125688334
73680340,true,0,NewRound,0.003421061
73680340,true,0,Propose,3.00019876
73680340,true,0,Prevote,0.240717202
73680340,true,0,Precommit,1.053684775
73680340,true,1,NewRound,0.016098018
73680340,true,1,Propose,0.18299326
73680340,true,1,Prevote,0.018854869
73680340,true,1,Precommit,0.065064224
73680340,true,1,Commit,0.347830084
73680353,true,0,NewHeight,0.153438361
73680353,true,0,NewRound,0.012342148
73680353,true,0,Propose,3.000691286
73680353,true,0,Prevote,0.22380643
73680353,true,0,Precommit,1.048898998
73680353,true,1,NewRound,0.017370152
73680353,true,1,Propose,0.120209815
73680353,true,1,Prevote,0.033585607
73680353,true,1,Precommit,0.056674279
73680353,true,1,Commit,0.489370268
73680403,true,0,NewHeight,0.081781057
73680403,true,0,NewRound,0.002932716
73680403,true,0,Propose,3.000425622
73680403,true,0,Prevote,0.241254274
73680403,true,0,Precommit,1.05299882
73680403,true,1,NewRound,0.011008851
73680403,true,1,Propose,0.085503204
73680403,true,1,Prevote,0.068372396
73680403,true,1,Precommit,0.056042892
73680403,true,1,Commit,0.450741779
73680467,true,0,NewHeight,0.127834424
73680467,true,0,NewRound,0.006252008
73680467,true,0,Propose,3.000177929
73680467,true,0,Prevote,0.229080237
73680467,true,0,Precommit,1.056868716
73680467,true,1,NewRound,0.017766665
73680467,true,1,Propose,0.195719137
73680467,true,1,Prevote,0.012963688
73680467,true,1,Precommit,0.062308585
73680467,true,1,Commit,0.377533062
73680501,true,0,NewHeight,0.128608005
73680501,true,0,NewRound,0.004910105
73680501,true,0,Propose,3.000382008
73680501,true,0,Prevote,0.215333409
73680501,true,0,Precommit,1.061618662
73680501,true,1,NewRound,0.045471149
73680501,true,1,Propose,0.147595759
73680501,true,1,Prevote,0.025602404
73680501,true,1,Precommit,0.074186513
73680501,true,1,Commit,0.437099271
73680587,true,0,NewHeight,0.125543673
73680587,true,0,NewRound,0.005662427
73680587,true,0,Propose,3.000159951
73680587,true,0,Prevote,0.235008665
73680587,true,0,Precommit,1.056568651
73680587,true,1,NewRound,0.010416996
73680587,true,1,Propose,0.08304264
73680587,true,1,Prevote,0.065224359
73680587,true,1,Precommit,0.064075644
73680587,true,1,Commit,0.433767895
73701440,true,0,NewHeight,0.150531683
73701440,true,0,NewRound,0.002781465
73701440,true,0,Propose,3.000427754
73701440,true,0,Prevote,0.249651848
73701440,true,0,Precommit,1.053258725
73701440,true,1,NewRound,0.012554513
73701440,true,1,Propose,0.133704337
73701440,true,1,Prevote,0.042117866
73701440,true,1,Precommit,0.057966071
73701440,true,1,Commit,0.301823623
73701577,true,0,NewHeight,0.198013644
73701577,true,0,NewRound,0.006582297
73701577,true,0,Propose,3.001229453
73701577,true,0,Prevote,0.23000864
73701577,true,0,Precommit,1.063050599
73701577,true,1,NewRound,0.016046604
73701577,true,1,Propose,0.111262879
73701577,true,1,Prevote,0.0647731
73701577,true,1,Precommit,0.050430268
73701577,true,1,Commit,0.329664218
73709164,true,0,NewHeight,0.181430921
73709164,true,0,NewRound,0.008007825
73709164,true,0,Propose,3.000618307
73709164,true,0,Prevote,0.241810481
73709164,true,0,Precommit,1.053437464
73709164,true,1,NewRound,0.017613748
73709164,true,1,Propose,0.099901867
73709164,true,1,Prevote,0.073642244
73709164,true,1,Precommit,0.055410882
73709164,true,1,Commit,0.355562147
73714400,true,0,NewHeight,0.100559598
73714400,true,0,NewRound,0.002996443
73714400,true,0,Propose,3.000879348
73714400,true,0,Prevote,0.230171387
73714400,true,0,Precommit,1.07277973
73714400,true,1,NewRound,0.010057905
73714400,true,1,Propose,0.0862348
73714400,true,1,Prevote,0.04117615
73714400,true,1,Precommit,0.078753671
73714400,true,1,Commit,0.495183395
73730567,true,0,NewHeight,0.196912116
73730567,true,0,NewRound,0.005213207
73730567,true,0,Propose,3.000415454
73730567,true,0,Prevote,0.242826062
73730567,true,0,Precommit,1.055908213
73730567,true,1,NewRound,0.014902768
73730567,true,1,Propose,0.1241574
73730567,true,1,Prevote,0.047459898
73730567,true,1,Precommit,0.061179927
73730567,true,1,Commit,0.390971172
73732970,true,0,NewHeight,0.137385451
73732970,true,0,NewRound,0.005995856
73732970,true,0,Propose,3.000158785
73732970,true,0,Prevote,0.22989933
73732970,true,0,Precommit,1.067663046
73732970,true,1,NewRound,0.008641072
73732970,true,1,Propose,0.242961634
73732970,true,1,Prevote,0.055743732
73732970,true,1,Precommit,0.066056698
73732970,true,1,Commit,0.499869036
73733991,true,0,NewHeight,0.114642779
73733991,true,0,NewRound,0.00165899
73733991,true,0,Propose,3.000642163
73733991,true,0,Prevote,0.263257861
73733991,true,0,Precommit,1.108264561
73733991,true,1,NewRound,0.005164857
73733991,true,1,Propose,0.141617568
73733991,true,1,Prevote,0.094614982
73733991,true,1,Precommit,0.180022119
73733991,true,1,Commit,0.472879695
73750734,true,0,NewHeight,0.17987174
73750734,true,0,NewRound,0.008013659
73750734,true,0,Propose,3.000920065
73750734,true,0,Prevote,0.247112872
73750734,true,0,Precommit,1.082704355
73750734,true,1,NewRound,0.017169243
73750734,true,1,Propose,0.056791725
73750734,true,1,Prevote,0.07123866
73750734,true,1,Precommit,0.071077311
73750734,true,1,Commit,0.383887427
73750810,true,0,NewHeight,0.001249572
73750810,true,0,NewRound,0.000337164
73750810,true,0,Propose,3.000747359
73750810,true,0,Prevote,0.220753011
73750810,true,0,Precommit,1.08120085
73750810,true,1,NewRound,0.021316556
73750810,true,1,Propose,0.101665025
73750810,true,1,Prevote,0.057333878
73750810,true,1,Precommit,0.077115274
73750810,true,1,Commit,0.471360459
