69764873,1,0.474031416,8,12222,0,1,0,0,0,0
69764874,1,0.856037162,17,31336,0,1,0,0,0,0
69764875,1,0.729665166,14,21710,0,1,0,0,0,0
69764876,1,0.461783813,12,14792,0,1,0,0,0,0
69764877,1,0.469109991,12,15940,0,1,0,0,0,0
69764878,1,0.488309596,7,13367,0,1,0,0,0,0
69764879,1,0.473416312,15,25775,0,1,0,0,0,0
69764880,1,0.501780107,15,21565,0,1,0,0,0,0
69764881,1,0.66035642,12,20010,0,1,0,0,0,0
69764882,1,1.172818086,19,26230,0,1,0,0,0,0
69764883,1,0.779212528,22,35150,0,1,0,0,0,0
69764884,1,0.464623043,18,27871,0,1,0,0,0,0
69764885,1,0.495670067,12,15180,0,1,0,0,0,0
69764886,1,0.475164379,10,17640,0,1,0,0,0,0
69764887,1,0.52545663,18,25938,0,1,0,0,0,0
69764888,1,0.780229312,12,24516,0,1,0,0,0,0
69764889,1,0.482564355,12,20828,0,1,0,0,0,0
69764890,1,0.478366057,8,14655,0,1,0,0,0,0
69764891,1,0.462125875,11,18101,0,1,0,0,0,0
69764892,1,0.764190664,18,49068,0,1,0,0,0,0
69764893,1,0.520454931,1,7216,0,1,0,0,0,0
69764894,1,0.668353412,22,47891,0,1,0,0,0,0
69764895,1,0.652965296,0,6851,0,1,0,0,0,0
69764896,1,0.690571549,39,76935,0,2,0,0,0,0
69764897,1,0.571973183,19,38983,0,1,0,0,0,0
69764898,1,0.721444345,19,29884,0,1,0,0,0,0
69764899,1,0.687614811,4,10598,0,1,0,0,0,0
69764900,1,0.318017099,18,53696,0,1,0,0,0,0
69764901,1,0.861579589,24,57504,0,1,0,0,0,0
69764902,1,0.694693673,23,30816,0,1,0,0,0,0
69764903,1,0.698943024,11,63803,0,1,0,0,0,0
69764904,0,0.367326798,20,29776,0,1,0.073819323,0,1,0
69764905,1,0.529846973,31,38636,0,15,0.099342429,0.1322029,1,0
69764906,1,0.984155938,14,31991,0,9,0.100906788,0.1322029,1,0
69764907,1,0.528496558,34,42720,0,13,0.088263571,0.1322029,1,0
69764908,1,1.19735201,24,41293,0,13,0.114288341,0.1322029,1,0
69764909,1,0.793870544,23,33698,0,15,0.098213116,0.1322029,1,0
69764910,1,0.798588924,23,37826,0,12,0.084701736,0.1322029,1,0
69764911,1,0.512214694,14,31821,0,3,0,0.1322029,1,0
69764912,0,0.514390665,17,27066,0,10,0.067713147,0.1322029,1,0
69764913,1,0.49331158,13,17961,0,9,0.070846578,0.1322029,1,0
69764914,1,0.482253207,27,45206,0,13,0.151144662,0.1322029,1,0
69764915,1,0.859786877,31,64407,0,10,0.107681081,0.1322029,1,0
69764916,1,0.730632445,26,34853,0,9,0.080961226,0.1322029,1,0
69764917,1,0.498735992,22,61498,0,11,0.092715143,0.1322029,1,0
69764918,1,0.530409924,20,31619,0,11,0.080350554,0.1322029,1,0
69764919,1,0.746876567,30,58544,0,12,0.104724313,0.1322029,1,0
69764920,1,0.932884938,21,42886,0,11,0.119960538,0.1322029,1,0
69764921,1,0.582057163,14,28268,0,1,0,0.1322029,0,0
69764922,1,0.519943286,15,21975,0,14,0.061625016,0.1322029,1,0
69764923,1,0.67113691,19,24939,0,14,0.097875229,0.1322029,1,0
69764924,1,0.533992099,1,8526,0,11,0.054585342,0.1322029,1,0
69764925,1,0.776092217,37,63109,0,13,0.074745567,0.1322029,1,0
69764926,1,0.522254148,13,60320,0,9,0.107634211,0.1322029,1,0
69764927,1,0.537378111,24,33120,0,13,0.099880113,0.1322029,1,0
69764928,1,0.737598187,21,38255,0,14,0.091634606,0.1322029,1,0
69764929,1,0.767920704,17,28878,0,13,0.072723395,0.1322029,1,0
69764930,1,0.696970716,17,24091,0,13,0.071970126,0.1322029,1,0
69764931,1,0.690421103,13,19407,0,10,0.113903488,0.1322029,1,0
69764932,1,0.762709698,11,16125,0,13,0.059978812,0.1322029,1,0
69764933,1,0.472412702,1,8121,0,11,0.056876013,0.1322029,1,0
69764934,1,0.665043566,32,49944,0,15,0.116585253,0.1322029,1,0
69764935,1,1.223374461,21,53652,0,10,0.0824312,0.1322029,1,0
69764936,1,0.511753,14,29694,0,10,0.086944801,0.1322029,1,0
69764937,1,0.509099312,29,50805,0,14,0.112212262,0.1322029,1,0
69764938,1,1.100251025,15,35493,0,14,0.101723267,0.1322029,1,0
69764939,1,0.520316926,16,25595,0,12,0.092482634,0.132940401,1,0
69764940,0,0.743568721,14,18955,0,10,0.068041974,0.132940401,1,0
69764941,1,0.391632091,13,25687,0,1,0,0.132940401,0,0
69764942,1,0.510457355,11,17551,0,12,0.050391494,0.132940401,1,0
69764943,1,0.696272959,15,18277,0,11,0.058879663,0.132940401,1,0
69764944,1,0.465998865,17,29386,0,16,0.172465555,0.202310607,1,0
69764945,1,0.901254029,33,54059,0,11,0.099928277,0.202310607,1,0
69764946,1,0.537690438,16,34523,0,9,0.066550338,0.202310607,1,0
69764947,1,0.48099957,23,41136,0,15,0.098029653,0.202310607,1,0
69764948,1,0.811192539,17,29809,0,9,0.06337759,0.202310607,1,0
69764949,1,0.471352814,16,22714,0,11,0.094477657,0.202310607,1,0
69764950,1,0.511855762,14,19468,0,13,0.047420332,0.202310607,1,0
69764951,1,0.459800743,18,28365,0,1,0,0.202310607,0,0
69767321,1,0.935048489,7,17351,0,1,0,0,0,0
69767322,1,0.840159905,2,7921,0,1,0,0,0,0
69767323,1,0.675496397,14,22547,0,1,0,0,0,0
69767324,1,0.48604597,14,32049,0,1,0,0,0,0
69767325,1,0.494635217,12,27989,0,1,0,0,0,0
69767326,1,0.723234942,17,45243,0,1,0,0,0,0
69767327,1,0.721573214,17,51386,0,1,0,0,0,0
69767328,1,0.686640282,31,42299,0,1,0,0,0,0
69767329,1,1.216763794,25,48677,0,1,0,0,0,0
69767330,1,0.809243472,13,24219,0,1,0,0,0,0
69767331,1,0.39382363,21,51049,0,1,0,0,0,0
69767332,1,0.685022913,12,21263,0,1,0,0,0,0
69767333,1,0.471271515,25,57371,0,1,0,0,0,0
69767334,1,0.768561898,31,63399,0,1,0.186072923,0,1,0
69767335,1,0.866263175,15,23361,0,7,0.072903136,0,1,0
69767336,1,0.491229032,34,62458,0,15,0.113458106,0,1,0
69767337,1,0.778827906,19,43653,0,8,0.069966338,0,1,0
69767338,1,0.500382205,25,57087,0,11,0.125223699,0,1,0
69767339,1,1.1263144409999999,15,32040,0,7,0.07841778,0,1,0
69767340,1,0.503434512,31,73644,0,27,0.06718914,0,1,0
69767341,1,0.676058756,16,30428,0,1,0,0,0,0
69767342,0,0.574560268,15,37449,0,8,0.061592557,0,1,0
69767343,1,0.519045833,13,19569,0,12,0.064324459,0,1,0
69767344,1,0.489282621,12,17481,0,15,0.069968784,0,1,0
69767345,1,0.680691966,24,46952,0,12,0.089178411,0,1,0
69767346,1,0.709728353,0,6852,0,13,0.055643755,0,1,0
69767347,1,0.671461692,1,10038,0,12,0.075143091,0,1,0
69767348,1,0.756794005,44,77212,0,28,0.103254063,0,1,0
69767349,1,0.778582641,23,40960,0,13,0.061980745,0,1,0
69767350,1,0.679655726,16,23898,0,14,0.072297606,0,1,0
69767351,1,0.489952562,10,57590,0,16,0.127842115,0,1,0
69767352,1,1.161343729,3,8941,0,14,0.065395337,0,1,0
69767353,1,0.615913809,26,37982,0,11,0.050697215,0,1,0
69767354,1,0.466144816,22,72666,0,22,0.073209669,0,1,0
69767355,1,0.496616387,37,70831,0,31,0.108922716,0,1,0
69767356,1,1.223394402,29,69492,0,26,0.07265072,0,1,0
69767357,1,0.723774826,27,46587,0,12,0.073911493,0,1,0
69767358,1,0.534579788,26,47722,0,10,0.113088959,0,1,0
69767359,1,0.839995493,29,55907,0,12,0.093531423,0,1,0
69767360,1,0.726352836,23,62963,0,10,0.093511818,0,1,0
69767361,1,0.507391536,19,41345,0,1,0,0,0,0
69767362,1,0.531770933,31,82366,0,25,0.130056768,0,1,0
69767363,1,0.792003207,20,43037,0,13,0.06950002,0,1,0
69767364,1,0.682386703,19,64344,0,12,0.097798215,0,1,0
69767365,1,0.652823315,22,36869,0,9,0.137486543,0,1,0
69767366,1,0.554609409,34,49805,0,15,0.105657021,0,1,0
69767367,1,1.171642451,16,32921,0,10,0.07863187,0,1,0
69767368,1,0.492182159,17,24495,0,15,0.049436666,0,1,0
69767369,1,0.666230239,17,31078,0,14,0.05236749,0,1,0
69767370,1,0.459763048,12,22067,0,12,0.057715135,0,1,0
69767371,1,0.478378928,5,12206,0,1,0.068494265,0,1,0
69767372,1,0.570437328,19,28484,0,11,0.104204682,0,1,0
69767373,1,0.739001062,22,39249,0,11,0.075030205,0,1,0
69767374,1,0.525185739,28,47876,0,9,0.075844591,0,1,0
69767375,1,0.511530331,27,55860,0,16,0.103745664,0,1,0
69767376,1,0.877801911,37,91640,0,26,0.126601444,0,1,0
69767377,1,0.758569288,24,35579,0,12,0.15984151,0,1,0
69767378,1,0.857025201,20,49143,0,14,0.069497806,0,1,0
69767379,1,0.504068455,18,26126,0,11,0.061750542,0,1,0
69767380,1,0.477215942,7,21467,0,9,0.04286939,0,1,0
69767381,1,0.458086195,30,45591,0,13,0.102934003,0,1,0
69767382,1,1.244481114,28,48887,0,13,0.084709974,0,1,0
