69243837,1,0.755393037,6,11168,0,1,0,0,0
69243838,1,0.465019973,7,13967,0,1,0,0,0
69243839,1,0.46941083,13,17475,0,1,0,0,0
69243840,1,0.513823221,9,48243,0,1,0,0,0
69243841,1,0.704696003,4,11481,0,1,0,0,0
69243842,1,0.476585791,14,20875,0,1,0,0,0
69243843,1,0.732413888,10,19633,0,1,0,0,0
69243844,1,0.474706469,9,16088,0,1,0,0,0
69243845,1,0.657458106,9,15369,0,1,0,0,0
69243846,1,0.744643225,18,33282,0,1,0,0,0
69243847,1,1.193004912,14,25884,0,1,0,0,0
69243848,1,0.479382587,13,19991,0,1,0,0,0
69243849,1,0.486322398,12,15097,0,1,0,0,0
69243850,1,0.757978247,17,47085,0,1,0,0,0
69243851,1,0.520897528,21,28700,0,1,0,0,0
69243852,1,0.721221993,8,13657,0,1,0,0,0
69243853,1,0.488612555,16,45172,0,1,0,0,0
69243854,1,0.510733238,8,44509,0,1,0,0,0
69243855,1,0.679407962,13,19220,0,1,0,0,0
69243856,1,0.78378988,11,17565,0,1,0,0,0
69243857,1,0.466491506,13,16359,0,1,0,0,0
69243858,1,0.825823891,11,19517,0,1,0,0,0
69243859,1,0.45795242,11,14793,0,1,0,0,0
69243860,1,0.693144785,9,18162,0,1,0,0,0
69243861,1,0.474011491,17,45108,0,1,0,0,0
69243862,1,0.80492394,8,13324,0,1,0,0,0
69243863,1,0.459125984,23,37319,0,1,0,0,0
69243864,1,1.211339711,21,40319,0,1,0,0,0
69243865,1,0.759161806,17,21240,0,1,0,0,0
69243866,1,0.716198519,13,17594,0,1,0,0,0
69243867,1,0.485686462,12,16312,0,2,0.054367231,0,1
69243868,1,0.677995007,2,7540,0,2,0.060567921,0,1
69243869,1,0.660336114,20,27416,0,2,0.098618492,0,1
69243870,0,0.511845564,9,14849,0,2,0.061455074,0,1
69243871,1,0.475265701,8,12548,0,1,0,0,0
69243872,1,0.478522494,24,71070,0,4,0.110007474,0,1
69243873,1,1.224084419,19,26854,0,2,0.098932335,0,1
69243874,1,0.779012554,18,22931,0,2,0.058808608,0,1
69243875,1,0.676884232,1,7223,0,2,0.056305047,0,1
69243876,1,0.668932572,15,24033,0,2,0.051296057,0,1
69243877,1,0.452323574,9,13864,0,2,0.055145131,0,1
69243878,1,0.471261433,12,16894,0,2,0.142936558,0,1
69243879,1,1.099538522,14,26579,0,2,0.107119696,0,1
69243880,1,0.543213019,18,24001,0,1,0.06258645,0,1
69243881,1,0.47918329,7,19512,0,1,0,0,0
69243882,1,0.509807579,24,26624,0,2,0.098930439,0,1
69243883,1,1.000173692,17,35004,0,2,0.080934982,0,1
69243884,1,0.692852151,14,17235,0,2,0.063126832,0,1
69243885,1,0.496364776,18,27014,0,2,0.09068986,0,1
69243886,1,0.720682944,12,21554,0,2,0.073253246,0,1
69243887,1,0.48499152,2,7958,0,2,0.046869064,0,1
69243888,1,0.843178204,24,27593,0,2,0.059311141,0,1
69243889,1,0.494485147,13,16475,0,2,0.056082483,0,1
69243890,1,0.4714303,7,13528,0,2,0.058009246,0,1
69243891,1,0.456821771,8,13214,0,1,0,0,0
69243892,1,0.743140749,14,32837,0,2,0.058206494,0,1
69243893,1,0.677227968,11,18137,0,2,0.062136394,0,1
69243894,1,0.484705617,9,16325,0,2,0.12961179,0,1
69243895,1,0.774831405,10,16367,0,2,0.0846233,0,1
69243896,1,0.732562683,11,17980,0,2,0.059277581,0,1
69243897,1,0.478109302,13,17064,0,2,0.063868828,0,1
69243898,1,0.672306978,6,11849,0,2,0.055823919,0,1
69243899,1,1.168336804,6,21675,0,2,0.085973902,0,1
69243900,1,0.520846352,8,12911,0,2,0.092636333,0,1
69243901,1,0.751576901,4,9746,0,1,0,0,0
69243902,1,0.477104273,2,8034,0,1,0.046483663,0,0
69243903,1,0.462256646,6,10394,0,2,0.094841316,0,1
69243904,1,0.757348814,7,12341,0,2,0.066768506,0,1
69243905,1,0.696398319,3,9298,0,2,0.060201684,0,1
69243906,1,0.459602981,12,16947,0,2,0.06536709,0,1
